ID,Nombre,Categoría,Precio,Stock
453,MEcIx8Rw,HzXc5K84,3.13,929
8790,J5BhT1kB,SAPNqALU,3.57,833
3650,QOgmdofH,HoHVt9v3,3.63,4
8771,I4P0g7sb,g9l5To13,3.71,846
5659,sa5SMnOh,APy2my5Y,3.73,853
1744,lgyN4sty,BTlGBPhR,3.85,718
2102,x3t0pzH3,0lGIE4xs,3.91,646
880,9FOUgvwL,8fLPyLrd,4.05,614
8927,Nq3PjxhW,6lvzkVL2,4.07,729
1842,T8akfGTS,dVj8nRX6,4.50,742
4075,Pb1adEHD,c1cu41Xt,4.71,740
4819,JhvVF9h4,XMycroc0,4.80,238
1553,zDVFne7m,AyZN9WYp,4.97,145
5993,tuyqAJtE,dwmqVqT9,5.07,801
2067,mhfjTu5J,zGPIiGe0,5.27,155
8758,9Y7t0LMU,1pDjTja7,5.62,993
5075,kAnPA82a,pXgML2F9,5.95,990
1967,k1New63X,vlLQTDnd,6.44,488
3593,3jUuLP2v,iYvwJMEi,6.65,721
3129,huUTv6l0,wizJr21Z,6.90,252
3163,CPllGMmf,T2u6GNdO,7.14,725
5742,4xXCndtr,xivMfTdU,7.26,688
6545,MkXvtERZ,XFob8qAU,7.39,427
2254,OfWQBrrf,t4Koo38d,7.53,805
1391,zjr1myb2,8ROn2PbE,7.66,80
8347,SyCM9eWP,YEeMNyyS,7.68,735
5645,JLw3EA0k,EQM9SjkM,7.69,307
6879,SC1H6tUR,iKcjqDSu,7.94,332
1394,c2KVkdtZ,Jc4kOj8M,8.33,274
5536,JlDDrnIS,O9Ajib8e,8.33,808
2856,2WQMoTMG,K4vVdIMa,8.51,614
285,djkiyRrU,OeKzwfOO,9.40,802
4816,zJoAx103,LVMrokEq,9.66,984
6637,jVEkJBX4,QVzwTy3X,10.35,867
6371,613CFYsX,2wU4fv3O,10.55,363
1675,EItydd38,iUDoVLSx,10.56,974
8356,gt9Ncb7s,HS8cGTXv,10.56,971
9839,oi7rur7Z,lHY5Gaw8,10.79,465
4106,hZs9RC0G,nfsU5SVQ,10.80,817
5942,a4V5n1Er,PssoKrTt,10.82,158
1122,XxLSWFCM,PT5GdiDS,11.11,768
1904,DgMcBi2I,Rf7Rl8G4,11.38,678
232,Sd8gtVL7,DqZnzKfg,11.63,664
28,Ln9Fj4B6,KdcIPBYt,11.75,437
