ID,Nombre,Categoria,Precio,Stock
67499,CH4kZqz,Estudio,3405.74,22
187981,7fUMB4U,OficinaP,5776.35,119
155404,9Cwhn8i2,ProAudio,3992.9,29
78571,dXdJN,Básico,1967.4,13
217384,VwgTW,Diseño,4944.38,31
64651,MEzJf2,Básico,9367.39,186
70558,B9zmJ5,Gaming,4750.76,184
97526,CjAyN,OficinaP,6439.37,111
65281,SBRCT9bJd,Gaming,1606.81,66
71120,HiNIX6v8j,Gaming,4658.93,150
26595,dQA1eRvG,Básico,3941.13,16
27178,zwQt4,Estudio,1498.15,77
130725,iFSKQ6yfI,Portátil,9808.97,128
42008,OkDbXycX,Diseño,4413.52,97
172436,DXroX,Hogar,653.2,151
82328,TcLNdKaU,ProAudio,7427.27,1
58399,O1Q4P,ProAudio,8788.58,140
185857,Zq03DWm,Exterior,1708.47,9
137181,4fehl1WxR,Diseño,7646.55,138
22222,1ZHj0L,Estudio,8322.3,83
66875,sQh7SNr,OficinaP,5593.79,99
386,DXSPk,Básico,472.09,165
35004,FXk6ztU94,Portátil,2217.94,87
99583,YqehVKqj,Estudio,5705.21,40
89553,Z0t8cv53,Hogar,5931.88,19
1088,rdHKJ4,Portátil,9025.56,114
62550,dDQ3y,Gaming,8316.04,37
179163,ZJCpu,Básico,1234.7,152
213313,skaJHk2,Estudio,6320.25,93
57166,78jaT,Gaming,3080.55,112
87035,m2H4ju5E,Estudio,8821.12,121
126384,EhlZD,Portátil,1028.39,110
164717,W8FMpQu,OficinaP,6414.99,108
18311,UaFbS,Exterior,678.44,155
204577,xjrRRzor,Diseño,2652.08,154
1226,Vh9AcJPb5,Hogar,7431.17,122
216784,NvnDMx,Gaming,2972.18,200
39802,ddPlzTnXz,Hogar,840.07,174
147073,B4Omuj9M,Básico,4189.24,60
213535,CCc0q,ProAudio,7488.3,122
58537,e4v5Ga,OficinaP,7688.73,181
164526,Br30O,Básico,1313.82,140
66625,cu181HXy,Básico,7270.59,45
199687,xIwg9,Premium,3256.28,68
58669,nLVjHXPUi,Premium,2435.8,75
121397,4K4Wr2,Estudio,2035.36,19
30601,Liwgc,Gaming,9400.97,28
201622,29O4r,Estudio,3315.7,88
177057,pb2egCV,Estudio,4434.58,35
80161,w10FDH5G,Exterior,4037.66,67
220755,pNsvDQo,Premium,8231.33,97
144841,a5aND66,Básico,1733.98,177
83507,YJsdg,Gaming,2975.14,78
