ID,Nombre,Categoria,Precio,Stock
31413,VZECh9,ProAudio,6016.12,193
191060,3ovioPu,OficinaP,1943.45,100
111052,A0mOkbZV,Premium,192.97,174
2119,fy6tNh,Diseño,5838.7,40
100188,4qxkMwa,ProAudio,9412.85,148
222302,sTX5gX,Hogar,4867.26,87
267856,6hwwnh5x,Diseño,9077.75,152
227744,rQdoS,Premium,3807.45,185
255729,9t7VTE,Estudio,1624.01,64
122240,ZLlGYmB,Gaming,574.06,73
164172,WJzDnbnus,Gaming,5092.31,180
147401,q7GYy,ProAudio,4401.94,113
56615,qzWT80K7,Estudio,7961.65,142
109583,p17PG,Básico,6699.63,56
92186,Q1UN6zvdx,Portátil,9311.97,50
51370,PBUkxXUv,OficinaP,1067.95,113
216719,HBZvuNRT,Gaming,4879.5,28
55646,a7doD8BNq,OficinaP,1043.32,59
45757,6q9hsnY,Hogar,207.15,176
282693,ZELWlSV,Básico,7130.64,32
139637,JnkW8,Exterior,8506.91,178
35805,qrHVX,Hogar,2383.0,168
78063,PCIyy,Portátil,5034.12,167
16320,P52bl0aJq,Exterior,554.11,183
17438,IacIhU,Gaming,1077.88,24
160579,Hz1Cg1nv,Portátil,6062.34,69
92169,DEgRiFLhz,Exterior,5700.35,104
164971,HWhllF,Gaming,7541.76,0
55098,VGIdK,Hogar,3846.88,158
266096,xzqBnPjb0,Diseño,8591.71,113
168724,uR9e2,Premium,2651.17,56
41086,tbmQJ,Hogar,6774.55,151
154418,0sj4aLp,OficinaP,5441.23,17
70568,h7ktvd,OficinaP,9282.49,190
267146,1waj0K,Estudio,126.05,56
278014,876MZIwJ,Portátil,6251.04,20
267225,V9NbPV,Diseño,7828.88,60
174356,zKmkj,Estudio,6092.8,190
297550,sWyO0,Portátil,6601.89,170
55171,2RVdrh,Diseño,8577.36,197
284588,ltleB,Básico,5545.15,181
174827,HIgzs2OR,Estudio,1707.94,42
46785,cbJxME,Gaming,3789.68,126
69035,mrYy2,Estudio,7289.99,13
116721,5VusdN,Diseño,6495.12,42
139485,Gm83ZW2c,Premium,8569.69,169
284063,mVbfeW,Hogar,5796.42,57
193899,J2aKS5RyH,Diseño,5474.08,20
122649,yAYkS,Gaming,4241.88,102
103132,4NHYaWPc,ProAudio,3827.65,155
285078,4eY3ZBKfD,Estudio,146.1,60
280806,UVQVD,ProAudio,7490.99,159
39442,rSkPXM,Gaming,3870.92,62
18256,usyqRQcJ,Básico,8310.07,186
271720,uklO76N,Diseño,5264.79,32
148633,RIrsQ,Estudio,2364.13,101
106229,fSfm9L,Gaming,5961.95,113
168926,OqHolOlW5,Diseño,780.51,167
