ID,Nombre,Categoria,Precio,Stock
114860,sZiBEC,Diseño,1155.89,113
96293,gAV2MMRY,Estudio,2663.68,33
58467,heDUw9Q,Estudio,9587.59,177
130723,XB9yJpcoZ,Diseño,4785.16,167
93150,LuCGF,Estudio,1618.52,107
109754,MfTLx7,Premium,9754.67,154
85173,VsPSTZtQK,Portátil,7631.05,74
3742,l1ossCJ,Básico,510.02,71
138423,tcAzf8a,Exterior,3639.45,187
15690,5k26kYJ7,Hogar,581.19,53
86640,zWeCUTAp,Premium,5527.26,34
141269,gZSmZGYq,Portátil,4024.82,30
108927,s026Ee3,Premium,9880.29,190
37764,wv7Ha,Hogar,8301.77,182
88780,ejrEZ,Gaming,6903.97,192
78338,jVMJ9o0Y,Diseño,8667.01,88
25814,tvugB,Estudio,7405.75,159
85929,A3i9YJ,Premium,9250.56,105
95061,HznZjj,Estudio,5442.25,118
8347,4JlWlMJOK,Básico,2664.32,175
98974,bAf3Z,ProAudio,7424.89,133
146884,H2u8htc8J,Premium,7787.45,154
138850,aH3bc,Hogar,7765.64,65
42334,L7SaafWEY,Premium,7791.55,60
138796,lzyMP2Kp,Portátil,9874.69,148
13062,INxRPKf,Básico,8150.82,33
11662,ml13ToH2,Premium,1034.46,29
29072,2ZaEka,OficinaP,2354.12,42
136425,pzSnEy,Diseño,9950.46,42
48023,Q0IVV2H,Exterior,230.97,30
80556,jM9Zefiz,Estudio,3541.77,139
123345,0njTLlhT,OficinaP,8468.3,2
53887,WOqDlxDYP,Básico,3935.71,73
10251,PtkWYCnXx,Básico,3755.14,72
131552,iglubw,OficinaP,3558.36,108
48410,joSNb,Básico,9720.54,179
120146,26GsgRwEF,Gaming,6263.01,45
48357,83zO1,Diseño,5631.04,126
140235,eMYdSvnUy,Portátil,390.58,193
64125,Hyyi3vjj,Premium,5330.47,165
49382,HlBR3ci0,Diseño,1297.39,180
70739,gZ6EB88Pr,Estudio,7284.29,154
141029,ONLTfe9,OficinaP,2531.38,0
70643,ytE34mcJ,Gaming,4490.99,21
76323,wIiGJmlY7,Estudio,5144.43,32
46167,K2i1STg,Estudio,1463.06,146
133615,AW7a6Jr,Diseño,2336.65,89
28267,tXGDD1,Diseño,3732.67,41
83397,2FwDEPo1h,Hogar,5867.19,80
102655,veeGT3r,Hogar,9945.49,53
68964,GdN5xr,Hogar,6087.87,82
25892,JBVVROhc3,Básico,2173.9,108
111709,vD794Ue,ProAudio,6629.14,49
57027,EjL6pl,Diseño,3265.68,123
77513,h6E8C,Estudio,4467.04,183
54489,hDWMN,Diseño,3220.27,93
64540,fHY6Npj,Portátil,3087.19,175
68058,lWnTtpid,Portátil,6079.24,191
128522,ibb0Aq,Gaming,8350.86,153
113321,5QjKKB7Ci,Hogar,9156.09,20
76124,O9kA2XV,Básico,1565.92,25
142976,ccaB7,Gaming,50.59,72
96452,6TjCToBv,Hogar,4728.14,43
114766,Q4li3f,Gaming,3180.5,137
96774,ArCSW2dPg,OficinaP,8356.59,128
78180,YFBBNXPb,Estudio,4805.25,80
132749,QjCbvJi,Diseño,8343.04,195
124250,TIm9DELMa,Gaming,4477.13,16
129553,oSZ6I5cIN,OficinaP,7397.97,136
59234,y6JllgNOo,Estudio,1048.21,199
1673,btNgUBBKg,Estudio,4650.74,163
73767,XBiCm8RQ,OficinaP,5661.83,62
70241,eIvR9gSE,OficinaP,1529.74,66
140817,zsCcQE,Premium,8328.1,1
21646,mpzPJzq,Gaming,4630.32,185
116747,fzeWLF7e,ProAudio,9096.74,170
6037,1nfysGctZ,Diseño,3551.99,177
67558,TZHRyrn,Hogar,5415.57,31
113750,BUAQC,Gaming,6677.16,18
22723,tRlUQN8B,Gaming,3345.76,172
132594,keTg18p,ProAudio,2921.87,154
140683,ETZF9,Diseño,2144.25,29
71611,jTNch1zLI,Exterior,2736.0,195
145926,kILt1r1,Portátil,1166.03,59
33161,rzKmh,ProAudio,1287.09,16
132396,GszTTV,Hogar,4040.7,59
94023,VT96USub,Portátil,8333.97,174
105370,zTO3a5y,Estudio,2977.1,145
105220,TLuoC,Exterior,8427.27,67
