ID,Nombre,Categoria,Precio,Stock
46029,VjzCje,Estudio,9658.28,177
39053,aOQtEnx,Hogar,1425.57,188
12834,tVk7GYwqc,ProAudio,2987.0,194
33713,cc0Yg0,OficinaP,1649.91,119
6700,0KzDL,Gaming,8995.07,50
13475,br067s,Exterior,3130.66,142
29970,lgTN6RR,Gaming,5882.27,173
66147,36gx8,Portátil,2479.48,179
58433,ZXqbAT,Básico,4752.44,8
51946,N35KyJl96,OficinaP,7457.74,51
44367,nYvfTYQ,Exterior,7048.77,9
17197,lD5itOH,Exterior,1573.2,192
42835,a9ZyXCO,OficinaP,4615.65,128
53758,6ztI5Uae,Exterior,1510.92,142
762,lhfmf593q,ProAudio,1084.33,155
42517,6ii8NpA0,Básico,9289.57,17
18016,DpWhmRN,Hogar,9811.01,78
34266,gxuKl9R1,Exterior,8117.44,57
60545,sfDm55,ProAudio,6638.3,105
50649,ypTwUXZ,Hogar,9667.77,175
3171,9L57mD,Gaming,1019.44,132
56245,Ydb0JBjx,Básico,2616.67,173
55595,VASOcBI5G,Premium,9100.95,108
46640,yb9gL,Portátil,416.24,193
74158,jijjTAsPa,Hogar,1502.95,111
5195,cYQfAtI,Portátil,3952.35,147
28039,cMl6A,Diseño,7722.35,112
60775,mhxNmMq,Portátil,6367.26,17
40995,lCYXkYK,Diseño,1768.56,133
8881,HC9pXv,Estudio,1775.95,118
48849,4oreNVA,Hogar,1632.03,55
34620,5yDi8mx3,OficinaP,3723.65,17
54068,JY1i33Zr,Exterior,8946.47,165
53102,fGviarXwQ,ProAudio,139.57,29
63768,zM2QCMO3M,ProAudio,2622.94,44
455,qcMN53pX,OficinaP,734.74,28
18908,mTj4yCJ7,Portátil,694.78,179
21950,zUCfqX4J,Gaming,4657.72,175
71387,qxOwUY7s,Premium,3572.29,143
72785,5N42UxY,Premium,1690.67,188
11337,79S4qw,Estudio,9074.58,155
4536,ctW7OKGy,Hogar,104.45,67
49281,OlB9eZLSA,Diseño,7440.18,56
21939,yU2Om1,Portátil,2011.87,6
7345,8RK4y,ProAudio,6033.5,137
4731,EXKGHcI,Hogar,9909.02,153
64226,RgKIIwbq,Hogar,2987.7,139
71585,046XO,Estudio,430.28,125
9053,H2xg0DM,Básico,9136.19,174
35673,kdBAI,OficinaP,7975.38,51
55221,IoSY4ko,Hogar,8581.54,117
45884,YUbDCm,Portátil,186.37,95
51886,LyLv3,Gaming,3862.06,103
31037,jh1uA,ProAudio,8249.18,170
3294,Plw90B,Hogar,7917.21,128
33752,nx3r7K,Exterior,6505.7,175
17438,jjOoJx9,Básico,565.53,108
45072,X4Z8Q,Hogar,8623.53,93
36364,ezGjLiN,Diseño,4742.43,179
71970,w07iy,Diseño,9171.81,123
66242,SqE2FQN,Premium,2347.21,59
41680,pC6KOI,Exterior,2195.3,130
18974,XZ2bdwu,Premium,6455.13,72
59017,8bfkZjMt,Estudio,9325.07,1
71985,Wk6Eh,Portátil,5225.1,8
12698,xDfZZV,Exterior,519.34,94
67376,Abboq,Gaming,7277.14,73
16013,8ltHYx,Gaming,712.5,70
9680,4pMgwq,Portátil,4705.32,23
15085,j79bWj,Diseño,4711.79,25
12034,BEjxOF54,Portátil,665.94,12
8307,dSSJkX1,Básico,7940.18,65
8059,6C6p98,Hogar,4467.22,24
40644,7fsgnb,Gaming,4638.5,184
38586,74tpMC,Básico,4926.96,143
31185,VpFqwJ,Diseño,7436.36,70
58681,05AUMxb,Básico,6033.16,89
68724,gBlbg,Hogar,1198.84,65
15165,P9TdRDOTY,Exterior,6986.11,134
51325,WlFXdyS9K,Hogar,1826.26,143
4724,XlcxQ9Ge,Estudio,152.58,143
51126,QaTkQOw,Hogar,2309.6,17
35042,XH1bt2C,Hogar,4477.24,198
65940,SBK5C51,OficinaP,6765.01,77
72646,JRNfMH,Básico,1151.4,28
13561,KBGKbWUX,Premium,2276.38,27
37587,t7EFhl,Premium,7454.79,36
33801,tEeX1,Diseño,808.7,149
20514,nNLBlz370,Portátil,9937.81,131
10358,hFzoM,Diseño,6641.04,112
63400,CktboRYMf,Básico,9829.6,172
31286,C9WPXir,Estudio,7792.13,175
44125,070i82zA,Gaming,4862.2,168
3440,FWvB7,Estudio,748.68,53
31838,da3VDvXiY,OficinaP,1078.75,36
13297,JPC0YhG5,Básico,2169.09,41
67711,RFRj0V,Hogar,582.39,147
47880,LQgMf,Exterior,2117.94,157
71809,P5QD55Sbg,Exterior,5398.35,10
50480,u2BxEvf3,OficinaP,8801.73,68
69966,d3LlBm,Diseño,2754.86,107
13233,r4vCWXwFd,Gaming,6092.72,110
15602,I3etp3,Exterior,8854.89,148
59110,n2uIQ,Gaming,749.12,106
51880,5fqstu,ProAudio,5619.42,30
43098,J59y0kewE,Estudio,7448.8,51
14653,4AQU3J,Portátil,2856.48,92
56825,XdU2Y,Exterior,5802.81,177
38035,gXBRJoge,Diseño,9673.94,13
53991,r9zN0,Premium,1903.31,104
67529,YDj3J,Hogar,4824.39,33
9447,3Ov3G,Exterior,1010.13,11
27501,SY3OxWAu5,Hogar,3498.5,193
19253,xlNI5c1,Diseño,1649.07,147
72760,tBGPzQ,Gaming,89.57,33
45191,v5nG2jD,Premium,8530.15,66
50943,AXK6qUJK,Diseño,6175.09,161
52985,CZFfqWUs,Hogar,6831.75,103
51211,uGDgU3,Gaming,7628.0,53
15704,Citm0hH3,ProAudio,9636.77,186
26460,48GGZp6,Premium,279.99,26
18972,AZIoTX,Exterior,7041.05,153
25417,eS9eSXn,ProAudio,9237.78,105
69387,2lj6OCG,ProAudio,4145.74,153
63707,HVSCg1uO3,Estudio,4289.54,7
32647,glX6hx,ProAudio,7536.47,180
7024,feOIuig,Diseño,4907.41,103
42259,07R3zNj,Básico,3703.94,63
73000,axytkfiQ,Exterior,2392.34,61
21005,CHtO5Nua6,Estudio,273.52,148
41474,By5I88,Diseño,8838.17,137
850,xnzfLg3Ns,ProAudio,2834.36,98
42141,eKC06,Hogar,6664.6,63
72436,BWYLo,Portátil,5124.51,123
25457,W1heNgoMa,ProAudio,6570.22,10
7004,NRbIRataD,Gaming,1480.06,179
27370,G5PQRwFYA,Básico,7946.86,82
27102,KWfsvBOi,OficinaP,600.75,102
66477,nTp7IZ,OficinaP,2699.16,137
28312,HYyC2h,Hogar,2757.06,0
40771,w7Srkjt,Premium,4833.42,158
23138,3UCmA,Básico,6541.02,73
60096,1vHULQe,Estudio,6112.22,28
33178,nP2Ji,ProAudio,3071.62,176
42185,V4SYJxlF,Diseño,6866.58,8
56252,1L73x,OficinaP,6834.98,91
61448,3OY9lK,Estudio,7766.09,41
9359,Kw8NYTMuZ,Básico,5989.99,124
27146,sEZtb,Premium,385.68,183
74997,nAcBCm8J6,OficinaP,1389.54,114
6503,qkxiY,Básico,4097.55,142
